,company,datePublished,author,headline,description,articleBody,tags,url
10,PI31,2014-02-17T16:24:49+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue standalone Dec '13 sales at Rs 161.63 crore,Provogue (India) has reported a sales standalone turnover of Rs 161.63 crore and a net profit of Rs 6.63 crore for the quarter ended Dec '13,"Provogue (India) has reported a standalone sales turnover of Rs 161.63 crore and a net profit of Rs 6.63 crore for the quarter ended Dec '13. Other income for the quarter was Rs 1.71 crore.For the quarter ended Dec 2012 the standalone sales turnover was Rs 150.16 crore and net profit was Rs 10.28 crore, and other income Rs 2.36 crore.Provogue shares closed at 7.35 on February 14, 2014 (NSE) and has given 14.84% returns over the last 6 months and -42.35% over the last 12 months.Provogue (India)Standalone Quarterly Results-------- in Rs. Cr. --------Dec '13Sep '13Jun '13Sales Turnover161.63159.88116.37Other Income1.712.363.24Total Income163.34162.24119.61Total Expenses144.37143.55102.10Operating Profit17.2616.3314.27Profit On Sale Of Assets------Profit On Sale Of Investments------Gain/Loss On Foreign Exchange------VRS Adjustment------Other Extraordinary Income/Expenses------Total Extraordinary Income/Expenses1.72----Tax On Extraordinary Items------Net Extra Ordinary Income/Expenses------Gross Profit18.9718.6917.51Interest9.078.909.35PBDT11.639.788.15Depreciation2.152.102.16Depreciation On Revaluation Of Assets------PBT9.487.685.99Tax2.851.651.44Net Profit6.636.034.55Prior Years Income/Expenses------Depreciation for Previous Years Written Back/ Provided------Dividend------Dividend Tax------Dividend (%)------Earnings Per Share0.580.530.40Book Value------Equity11.4411.4411.44Reserves------Face Value1.001.001.00Source :  Dion Global Solutions Limited","Provogue, Provogue (India), Results, Retail",https://www.moneycontrol.com//news/results/provogue-standalone-dec-13-sales-at-rs-16163-crore_1044556.html
11,PI31,2013-11-18T16:39:53+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue standalone Sep '13 sales at Rs 159.88 crore,Provogue (India) has reported a sales standalone turnover of Rs 159.88 crore and a net profit of Rs 6.03 crore for the quarter ended Sep '13,"Provogue (India) has reported a standalone sales turnover of Rs 159.88 crore and a net profit of Rs 6.03 crore for the quarter ended Sep '13. Other income for the quarter was Rs 2.36 crore.For the quarter ended Sep 2012 the standalone sales turnover was Rs 148.83 crore and net profit was Rs 5.96 crore, and other income Rs 3.68 crore.Provogue shares closed at 7.85 on November 14, 2013 (NSE) and has given -19.49% returns over the last 6 months and -41.64% over the last 12 months.Provogue (India)Standalone Quarterly Results-------- in Rs. Cr. --------Sep '13Jun '13Mar '13Sales Turnover159.88116.37137.95Other Income2.363.243.65Total Income162.24119.61141.59Total Expenses143.55102.10127.78Operating Profit16.3314.2710.17Profit On Sale Of Assets------Profit On Sale Of Investments------Gain/Loss On Foreign Exchange------VRS Adjustment------Other Extraordinary Income/Expenses------Total Extraordinary Income/Expenses-----0.32Tax On Extraordinary Items------Net Extra Ordinary Income/Expenses------Gross Profit18.6917.5113.82Interest8.909.359.89PBDT9.788.153.60Depreciation2.102.162.55Depreciation On Revaluation Of Assets------PBT7.685.991.05Tax1.651.447.47Net Profit6.034.55-6.42Prior Years Income/Expenses------Depreciation for Previous Years Written Back/ Provided------Dividend------Dividend Tax------Dividend (%)------Earnings Per Share0.530.40--Book Value------Equity11.4411.4411.44Reserves------Face Value1.001.001.00Source :  Dion Global Solutions Limited","Provogue, Provogue (India), Results, Retail",https://www.moneycontrol.com//news/results/provogue-standalone-sep-13-sales-at-rs-15988-crore_992041.html
12,PI31,2013-10-01T14:22:36+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue (India): Outcome of AGM,"Provogue (India) Ltd has informed that the 17th Annual General Meeting (AGM) of the Company was held on September 30, 2013, under Clause 35A.","Provogue (India) Ltd has informed BSE that the 17th Annual General Meeting (AGM) of the Company was held on September 30, 2013, under Clause 35A.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-(india)-outcomeagm_961281.html
13,PI31,2013-09-11T09:12:59+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue (India) fixes book closure for dividend &amp;amp; AGM,"The Register of Members &amp;amp; Share Transfer Books of Provogue (India) will remain closed from September 23, 2013 to September 30, 2013 (both days inclusive) for the purpose of Payment of Dividend &amp;amp; 17th Annual General Meeting (AGM) of the Company to be held on September 30, 2013.","Provogue (India) Ltd has informed BSE that the Register of Members &amp;amp; Share Transfer Books of the Company will remain closed from September 23, 2013 to September 30, 2013 (both days inclusive) for the purpose of Payment of Dividend &amp;amp; 17th Annual General Meeting (AGM) of the Company to be held on September 30, 2013.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-(india)-fixes-book-closure-for-dividendagm_947318.html
14,PI31,2013-09-11T08:43:11+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue declares dividend payment date,"Provogue (India) shall be paying / dispatching dividend for the financial year 2012-13 to the eligible shareholders at the rate of 10 paise per equity share of Re 1 each, between October 05, 2013 to October 12, 2013, subject to the approval of members of the Company in the ensuing AGM scheduled to be held on September 30, 2013.","Provogue (India) Ltd has informed BSE that the Company shall be paying / dispatching dividend for the financial year 2012-13 to the eligible shareholders at the rate of Rs. 0.10 paise per equity share of Re. 1/- each, between October 05, 2013 to October 12, 2013, subject to the approval of members of the Company in the ensuing annual general meeting scheduled to be held on September 30, 2013.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-declares-dividend-payment-date_947281.html
15,PI31,2013-08-17T13:54:13+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue standalone Jun '13 sales at Rs 116.37 crore,Provogue (India) has reported a sales standalone turnover of Rs 116.37 crore and a net profit of Rs 4.55 crore for the quarter ended Jun '13,"Provogue (India) has reported a standalone sales turnover of Rs 116.37 crore and a net profit of Rs 4.55 crore for the quarter ended Jun '13. Other income for the quarter was Rs 3.24 crore.For the quarter ended Jun 2012 the standalone sales turnover was Rs 103.35 crore and net profit was Rs 3.08 crore, and other income Rs 3.18 crore.Provogue shares closed at 6.40 on August 14, 2013 (NSE) and has given -48.80% returns over the last 6 months and -60.86% over the last 12 months.Provogue (India)Standalone Quarterly Results-------- in Rs. Cr. --------Jun '13Mar '13Dec '12Sales Turnover116.37137.95150.16Other Income3.243.652.36Total Income119.61141.59152.51Total Expenses102.10127.78127.28Operating Profit14.2710.1722.88Profit On Sale Of Assets------Profit On Sale Of Investments------Gain/Loss On Foreign Exchange------VRS Adjustment------Other Extraordinary Income/Expenses------Total Extraordinary Income/Expenses---0.32--Tax On Extraordinary Items------Net Extra Ordinary Income/Expenses------Gross Profit17.5113.8225.24Interest9.359.898.53PBDT8.153.6016.71Depreciation2.162.552.79Depreciation On Revaluation Of Assets------PBT5.991.0513.92Tax1.447.473.64Net Profit4.55-6.4210.28Prior Years Income/Expenses------Depreciation for Previous Years Written Back/ Provided------Dividend------Dividend Tax------Dividend (%)------Earnings Per Share0.40--0.90Book Value------Equity11.4411.4411.44Reserves------Face Value1.001.001.00Source :  Dion Global Solutions Limited","Provogue, Provogue (India), Results, Retail",https://www.moneycontrol.com//news/results/provogue-standalone-jun-13-sales-at-rs-11637-crore_937301.html
16,PI31,2013-05-30T15:19:08+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue clarifies on dividend,"With reference to earlier announcement dated May 30, 2013 regarding Board recommends Dividend, Provogue has informed that there is a typographical error in note no. 4 given on page 4 of the results, wherein the amount of Cash Outflow on account of dividend including taxes has been erroneously mentioned as Rs. 1.33 Lac instead of Rs. 1.33 Crore.","With reference to earlier announcement dated May 30, 2013 regarding Board recommends Dividend,  Provogue (India) Ltd  has informed BSE that there is a typographical error in note no. 4 given on page 4 of the results, wherein the amount of Cash Outflow on account of dividend including taxes has been erroneously mentioned as Rs. 1.33 Lac instead of Rs. 1.33 Crore.Accordingly, revised note no. 4 of results should be read as under:&amp;quot;4. The Board has recommended a dividend of Re. 0.10/- per equity share (face value of Re. 1/- each) (i.e. 10 %) subject to the approval of shareholders in the ensuing Annual General Meeting. Cash outflow on account of dividend including taxes would be Rs. 1.33 crores for the financial year ended March 31, 2013.&amp;quot;The Company has submitted to BSE the revised financial results in this regards.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-clarifiesdividend_885544.html
17,PI31,2013-05-30T12:24:04+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue (India) recommends dividend,"Provogue (India) at its meeting held on May 29, 2013, has recommended a dividend of Re 1 (i.e. 10%) per equity share of face value of Re. 1/- each for the financial year 2012-13 subject to the approval of members of the Company at ensuing Annual General Meeting.","Provogue (India) Ltd has informed BSE that the Board of Directors of the Company at its meeting held on May 29, 2013, inter alia, has recommended a dividend of Re. 1/- (i.e. 10%) per equity share of face value of Re. 1/- each for the financial year 2012-13 subject to the approval of members of the Company at ensuing Annual General Meeting.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-(india)-recommends-dividend_885337.html
18,PI31,2013-05-29T13:49:24+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue appoints Salil Chaturvedi as non-executive director,"Provogue (India) vide passing a circular resolution appointed Mr. Salil Chaturvedi, Deputy Managing Director as a non-executive director with effect from May 01, 2013.","Provogue (India) Ltd has informed BSE that the Board of Directors of the Company vide passing a circular resolution appointed Mr. Salil Chaturvedi, Deputy Managing Director as a non-executive director with effect from May 01, 2013.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-appoints-salil-chaturvedi-as-non-executive-director_883924.html
19,PI31,2013-05-25T17:42:29+05:30,"{'@type': 'Person', 'name': 'webtech_news18'}",Provogue to consider dividend on May 29,"Provogue (India) has informed BSE that a meeting of the Board of Directors of the Company will be held on May 29, 2013, inter alia, to consider and take on record the Audited Financial Results of the Company for the quarter and financial year ended March 31, 2013 and also to consider and recommend payment of dividend, if any for FY13","Provogue (India) Ltd has informed BSE that a meeting of the Board of Directors of the Company will be held on May 29, 2013, inter alia, to consider and take on record the Audited Financial Results of the Company for the quarter and financial year ended March 31, 2013 and also to consider and recommend payment of dividend, if any for the financial year 2012-13.Source : BSE Read all announcements in Provogue",Announcements,https://www.moneycontrol.com//news/announcements/provogue-to-consider-dividendmay-29_881231.html
